제목,본문,url,발행일
[시그널] 용산 알짜 땅 경쟁사에 넘긴 하나대체운용…이유는 내부 다툼 탓?,하나대체투자자산운용이 경쟁사에 서울 용산의 알짜 부지를 매각하면서 속사정에 관심이 모아진다. 하나대체운용의 직원이 경쟁사인 코람코자산운용에 이직하면서 수백억 차익이 기대되는 땅이 함께 원가에 넘어간... ,https://www.sedaily.com/NewsView/26CA76YGOE,2022-10-09 09:02:00+09:00
